generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.160000,25.460000,0.540456,0.084246,0.759515
500,26.160000,20.540000,0.410906,0.095911,0.662311
1000,21.840000,17.440000,0.302752,0.105787,0.604531
1500,33.919998,14.960000,0.219251,0.110670,0.534598
2000,32.720001,13.820000,0.141823,0.102692,0.528616
2500,31.420000,12.960000,0.101852,0.100629,0.508700
3000,42.060001,12.900000,0.049612,0.103786,0.515483
3500,30.840000,12.400000,0.029032,0.113066,0.503662
4000,30.760000,11.860000,0.013491,0.107343,0.482905
4500,39.299999,12.480000,0.009615,0.092424,0.521166
5000,37.619999,12.840000,0.006231,0.102623,0.522373
