generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,19.719999,39.660000,0.816944,0.057617,0.957487
500,30.719999,30.280000,0.651255,0.074956,0.834365
1000,24.299999,23.080000,0.478336,0.089917,0.715270
1500,40.880001,18.960000,0.360759,0.101169,0.637810
2000,25.920000,17.020000,0.244418,0.101109,0.608010
2500,26.639999,15.420000,0.176394,0.098880,0.577803
3000,38.380001,14.040000,0.133903,0.099361,0.531791
3500,39.040001,13.380000,0.086697,0.104802,0.522895
4000,42.919998,12.500000,0.060800,0.105472,0.499757
4500,29.340000,11.920000,0.030201,0.103175,0.477756
5000,22.320000,12.300000,0.026016,0.098854,0.490833
