generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.740000,10.740000,0.197393,0.145295,0.386475
500,44.480000,11.480000,0.156794,0.131958,0.428103
1000,36.259998,12.320000,0.113636,0.119435,0.481431
1500,34.360001,12.560000,0.108280,0.111474,0.487159
2000,44.060001,12.480000,0.096154,0.114074,0.488246
2500,45.720001,12.460000,0.089888,0.115200,0.480218
3000,44.320000,12.500000,0.076800,0.116730,0.492859
3500,45.840000,12.500000,0.070400,0.113030,0.490232
4000,27.320000,12.620000,0.066561,0.116104,0.492958
4500,44.560001,12.440000,0.061093,0.114409,0.489567
5000,43.900002,12.360000,0.061489,0.109701,0.487007
