generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.660000,19.140000,0.388715,0.096571,0.624447
500,35.459999,15.940000,0.268507,0.108179,0.568298
1000,33.439999,14.520000,0.179063,0.114558,0.532477
1500,46.000000,14.300000,0.139860,0.104226,0.539972
2000,35.299999,13.480000,0.100890,0.109197,0.517261
2500,37.700001,13.380000,0.080717,0.106639,0.531211
3000,47.200001,12.800000,0.053125,0.108132,0.514550
3500,44.599998,12.800000,0.053125,0.101542,0.515419
4000,49.220001,12.800000,0.053125,0.089426,0.518390
4500,49.500000,12.820000,0.049922,0.100510,0.516184
5000,48.639999,12.600000,0.050794,0.093317,0.501081
