generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.860001,25.340000,0.517758,0.081777,0.770715
500,23.559999,20.240000,0.407115,0.096706,0.656054
1000,37.720001,17.540000,0.305587,0.098259,0.601944
1500,47.320000,16.820000,0.275862,0.100529,0.587055
2000,47.200001,16.200000,0.246914,0.101949,0.578280
2500,42.400002,15.360000,0.174479,0.098791,0.570258
3000,42.360001,13.460000,0.124814,0.115283,0.510898
3500,40.279999,13.180000,0.094082,0.109227,0.506650
4000,45.599998,12.860000,0.055988,0.098149,0.507262
4500,43.680000,12.120000,0.023102,0.109310,0.484348
5000,39.459999,12.480000,0.016026,0.110673,0.504499
