generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,13.400000,44.240000,0.898734,0.054282,0.994358
500,21.600000,33.840000,0.726950,0.068708,0.878170
1000,33.520000,26.020000,0.561107,0.083889,0.761887
1500,22.860001,21.020000,0.414843,0.091803,0.675674
2000,42.000000,17.260000,0.294322,0.100522,0.604260
2500,34.639999,15.580000,0.213094,0.104026,0.564924
3000,33.459999,14.380000,0.141864,0.102524,0.551596
3500,26.059999,13.360000,0.092814,0.097620,0.518539
4000,19.180000,12.620000,0.060222,0.116381,0.502621
4500,37.599998,12.120000,0.036304,0.079345,0.480975
5000,45.759998,12.240000,0.029412,0.101582,0.478384
