generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.520000,9.980000,0.228457,0.155054,0.364907
500,39.619999,11.340000,0.116402,0.132631,0.440670
1000,19.440001,11.960000,0.063545,0.111538,0.469129
1500,37.980000,12.440000,0.028939,0.102182,0.494014
2000,35.619999,12.660000,0.009479,0.094723,0.508438
2500,33.240002,12.440000,0.000000,0.103596,0.506970
3000,31.480000,12.000000,0.000000,0.101264,0.496093
3500,37.020000,12.320000,0.000000,0.076321,0.507020
4000,36.340000,12.480000,0.000000,0.107770,0.499107
4500,31.360001,12.740000,0.000000,0.100334,0.520154
5000,26.559999,12.700000,0.000000,0.090893,0.513386
