generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,26.879999,19.400000,0.412371,0.098180,0.625226
500,30.320000,16.840000,0.280285,0.102877,0.589035
1000,28.459999,14.340000,0.175732,0.110007,0.538342
1500,28.320000,13.960000,0.120344,0.099913,0.532911
2000,21.980000,13.320000,0.096096,0.111067,0.513100
2500,30.459999,12.800000,0.050000,0.108345,0.517809
3000,29.139999,12.400000,0.032258,0.069546,0.509718
3500,24.520000,12.100000,0.029752,0.119021,0.495484
4000,38.099998,11.880000,0.020202,0.118283,0.484878
4500,30.059999,11.980000,0.013356,0.109608,0.484414
5000,27.879999,11.800000,0.010169,0.116617,0.480429
