generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.620001,38.580000,0.776568,0.055608,0.962803
500,46.240002,28.880000,0.631579,0.080452,0.806567
1000,39.340000,24.180000,0.532672,0.088796,0.722916
1500,33.000000,21.260000,0.444026,0.093824,0.677881
2000,30.799999,18.820000,0.350691,0.099774,0.635113
2500,38.560001,16.900000,0.300592,0.103905,0.582575
3000,36.119999,16.620000,0.269555,0.103540,0.587194
3500,43.299999,15.980000,0.232791,0.103292,0.579491
4000,38.240002,15.280000,0.198953,0.108745,0.563309
4500,34.419998,14.860000,0.172275,0.107269,0.550738
5000,37.959999,14.900000,0.144966,0.097820,0.558835
