generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,19.020000,30.240000,0.601852,0.067962,0.863944
500,33.480000,22.840000,0.474606,0.089802,0.707626
1000,28.080000,18.460000,0.346696,0.104330,0.623397
1500,24.719999,16.120000,0.240695,0.103505,0.582255
2000,40.959999,14.260000,0.140252,0.104834,0.541662
2500,43.860001,13.540000,0.091581,0.098774,0.529498
3000,38.639999,12.900000,0.055814,0.104372,0.515315
3500,37.900002,12.600000,0.041270,0.108117,0.517594
4000,36.000000,12.840000,0.018692,0.092130,0.531090
4500,39.560001,12.560000,0.012739,0.096795,0.506095
5000,28.879999,12.380000,0.009693,0.097315,0.508376
