generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.799999,24.500000,0.507755,0.084802,0.742630
500,36.959999,21.240000,0.448211,0.096345,0.672839
1000,28.799999,18.500000,0.358919,0.099014,0.618969
1500,39.480000,16.700000,0.299401,0.106276,0.573872
2000,45.520000,15.920000,0.211055,0.101752,0.579810
2500,33.580002,15.360000,0.192708,0.103338,0.560053
3000,44.340000,14.740000,0.162822,0.101539,0.544525
3500,44.639999,14.220000,0.126582,0.104391,0.541366
4000,41.880001,14.040000,0.096866,0.097415,0.543218
4500,35.799999,13.380000,0.071749,0.107077,0.522825
5000,34.299999,12.340000,0.045381,0.103803,0.484882
