generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.120001,11.780000,0.196944,0.132400,0.431435
500,31.879999,13.380000,0.119581,0.111532,0.516716
1000,29.719999,13.140000,0.094368,0.112883,0.508660
1500,26.180000,12.920000,0.080495,0.105155,0.504761
2000,27.200001,12.960000,0.043210,0.102687,0.522625
2500,25.760000,12.600000,0.038095,0.101977,0.500503
3000,35.939999,12.460000,0.035313,0.093365,0.498229
3500,34.500000,12.420000,0.032206,0.106473,0.499385
4000,36.520000,12.500000,0.032000,0.108864,0.499966
4500,30.480000,12.300000,0.032520,0.108630,0.492512
5000,34.200001,12.560000,0.022293,0.090474,0.508976
