generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.820000,10.940000,0.237660,0.147238,0.416676
500,34.520000,12.420000,0.122383,0.121442,0.483668
1000,39.500000,12.500000,0.070400,0.106953,0.489478
1500,31.540001,12.780000,0.040689,0.102919,0.506130
2000,32.400002,12.640000,0.028481,0.101823,0.509763
2500,37.799999,12.440000,0.025723,0.112309,0.506536
3000,25.980000,12.360000,0.012945,0.072149,0.511446
3500,36.660000,12.760000,0.006270,0.091770,0.517646
4000,28.780001,12.240000,0.003268,0.106148,0.510751
4500,38.900002,12.240000,0.003268,0.105674,0.491908
5000,32.880001,12.420000,0.003221,0.097697,0.494934
