generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.840000,11.420000,0.255692,0.137503,0.395986
500,34.680000,12.440000,0.135048,0.124194,0.478102
1000,28.080000,12.600000,0.082540,0.114072,0.495833
1500,36.700001,12.180000,0.062397,0.119201,0.484782
2000,33.520000,12.620000,0.038035,0.101672,0.506486
2500,32.660000,12.520000,0.031949,0.099936,0.492352
3000,36.240002,12.700000,0.025197,0.104464,0.509799
3500,26.100000,12.800000,0.021875,0.099960,0.508925
4000,43.259998,12.440000,0.009646,0.108670,0.505656
4500,30.139999,11.700000,0.006838,0.112238,0.477237
5000,35.840000,12.060000,0.003317,0.105604,0.482036
