generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.279999,12.420000,0.260870,0.137233,0.432327
500,43.720001,12.860000,0.211509,0.124170,0.470297
1000,47.080002,12.900000,0.186047,0.119167,0.474617
1500,47.919998,12.900000,0.182946,0.121085,0.475790
2000,47.919998,12.900000,0.182946,0.121085,0.475790
2500,40.480000,12.940000,0.176198,0.122485,0.478641
3000,39.480000,12.860000,0.177294,0.122342,0.476403
3500,47.080002,12.840000,0.161994,0.122683,0.482285
4000,47.200001,12.800000,0.162500,0.123600,0.481572
4500,44.840000,12.860000,0.158631,0.120402,0.479833
5000,45.320000,12.820000,0.159126,0.122842,0.476836
