generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.400002,12.140000,0.250412,0.139684,0.435563
500,34.459999,13.900000,0.149640,0.108070,0.527882
1000,28.459999,12.580000,0.079491,0.113502,0.489602
1500,41.480000,12.560000,0.063694,0.107244,0.484510
2000,21.559999,12.660000,0.044234,0.102180,0.506800
2500,40.240002,12.880000,0.015528,0.102269,0.527141
3000,35.360001,12.620000,0.006339,0.101551,0.506793
3500,31.180000,12.800000,0.003125,0.094934,0.516950
4000,37.820000,12.500000,0.000000,0.095100,0.503153
4500,39.759998,12.160000,0.000000,0.087467,0.501444
5000,37.900002,12.020000,0.000000,0.071917,0.502233
