generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.799999,11.880000,0.239057,0.138117,0.431589
500,34.340000,13.160000,0.127660,0.119518,0.504500
1000,42.259998,13.040000,0.064417,0.103976,0.512186
1500,35.919998,12.660000,0.050553,0.099058,0.503234
2000,32.400002,12.960000,0.043210,0.099260,0.513553
2500,48.759998,12.660000,0.022117,0.100226,0.503784
3000,40.459999,12.460000,0.009631,0.103946,0.505196
3500,30.100000,12.580000,0.006359,0.094236,0.513038
4000,35.880001,12.280000,0.000000,0.086970,0.504016
4500,37.000000,12.340000,0.000000,0.096201,0.503051
5000,40.139999,12.420000,0.000000,0.102031,0.494930
