generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.080002,12.240000,0.297386,0.135729,0.417428
500,49.500000,12.400000,0.287097,0.132722,0.422156
1000,49.520000,12.440000,0.286174,0.132838,0.424485
1500,49.560001,12.420000,0.286634,0.135192,0.423108
2000,47.900002,12.900000,0.263566,0.128075,0.451747
2500,49.799999,12.980000,0.261941,0.128098,0.455531
3000,49.799999,12.980000,0.261941,0.128782,0.455531
3500,45.040001,13.000000,0.252308,0.129157,0.460733
4000,48.680000,12.900000,0.244961,0.130426,0.462735
4500,47.279999,13.140000,0.237443,0.131173,0.473010
5000,43.599998,13.280000,0.228916,0.127185,0.484049
