generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.400000,11.320000,0.222615,0.139559,0.402372
500,40.599998,12.940000,0.120556,0.114455,0.491283
1000,42.119999,12.440000,0.070740,0.115930,0.489423
1500,30.139999,11.960000,0.030100,0.115141,0.486278
2000,36.660000,12.480000,0.019231,0.106307,0.494590
2500,26.200001,12.320000,0.012987,0.107052,0.501219
3000,23.100000,12.720000,0.012579,0.095549,0.522146
3500,29.360001,12.140000,0.009885,0.098809,0.491443
4000,22.799999,11.760000,0.010204,0.111642,0.468729
4500,26.959999,12.340000,0.003241,0.089321,0.509252
5000,34.020000,12.880000,0.003106,0.088309,0.518283
