generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.340000,11.340000,0.264550,0.144937,0.410283
500,32.139999,12.220000,0.160393,0.132126,0.452551
1000,26.620001,12.820000,0.096724,0.113807,0.487368
1500,34.139999,12.180000,0.059113,0.120450,0.491548
2000,32.200001,12.300000,0.045528,0.109098,0.483720
2500,38.320000,12.680000,0.031546,0.107263,0.514179
3000,29.500000,12.720000,0.006289,0.098793,0.514215
3500,26.639999,12.560000,0.006369,0.105715,0.507831
4000,30.600000,11.920000,0.006711,0.106050,0.490272
4500,26.120001,11.160000,0.007168,0.116081,0.449516
5000,36.459999,11.720000,0.003413,0.103046,0.482131
