generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.840000,12.620000,0.256735,0.139204,0.445675
500,32.560001,13.140000,0.124810,0.100355,0.498558
1000,26.059999,13.280000,0.075301,0.103115,0.521593
1500,29.860001,12.500000,0.054400,0.110934,0.499311
2000,42.000000,12.580000,0.031797,0.101907,0.513757
2500,31.000000,12.840000,0.018692,0.089388,0.518094
3000,37.500000,12.020000,0.013311,0.109363,0.479888
3500,34.599998,12.760000,0.006270,0.087247,0.510876
4000,44.340000,12.540000,0.003190,0.076265,0.516378
4500,38.599998,12.180000,0.003284,0.087992,0.492636
5000,27.000000,11.900000,0.003361,0.110256,0.488094
