generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.100000,11.320000,0.247350,0.144940,0.412784
500,31.639999,12.540000,0.140351,0.128860,0.481701
1000,41.480000,12.360000,0.071197,0.113108,0.481730
1500,43.020000,12.720000,0.047170,0.106395,0.495640
2000,31.080000,12.760000,0.018809,0.093867,0.519507
2500,37.500000,12.300000,0.003252,0.106010,0.501223
3000,26.500000,12.380000,0.003231,0.083765,0.512560
3500,45.340000,12.220000,0.003273,0.099563,0.495264
4000,39.000000,11.700000,0.000000,0.115005,0.480615
4500,29.719999,12.000000,0.000000,0.105451,0.488441
5000,32.400002,12.700000,0.000000,0.102549,0.520790
