generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.200001,11.640000,0.257732,0.139643,0.406247
500,29.200001,12.620000,0.142631,0.120892,0.478161
1000,41.160000,13.040000,0.101227,0.102495,0.503019
1500,42.340000,12.960000,0.061728,0.106687,0.502013
2000,29.059999,12.540000,0.028708,0.105855,0.504283
2500,30.840000,12.740000,0.012559,0.096812,0.513810
3000,36.540001,12.680000,0.006309,0.098398,0.516513
3500,43.799999,12.420000,0.003221,0.092797,0.501102
4000,39.060001,12.660000,0.003160,0.102769,0.509412
4500,24.139999,12.700000,0.003150,0.093391,0.511409
5000,24.620001,12.760000,0.003135,0.105411,0.520874
