generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.879999,11.800000,0.274576,0.141423,0.412766
500,30.200001,13.300000,0.141353,0.111528,0.496605
1000,31.080000,13.060000,0.085758,0.105051,0.509367
1500,41.000000,12.760000,0.040752,0.100091,0.516478
2000,44.040001,12.960000,0.037037,0.097743,0.521673
2500,44.119999,12.880000,0.031056,0.100263,0.518700
3000,44.880001,12.840000,0.031153,0.093540,0.517102
3500,44.919998,12.820000,0.031201,0.101119,0.516160
4000,43.320000,12.820000,0.031201,0.106769,0.515775
4500,43.279999,12.660000,0.031596,0.108125,0.506043
5000,44.799999,12.580000,0.031797,0.110293,0.506142
