generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.160000,11.040000,0.239130,0.146931,0.400257
500,41.619999,12.400000,0.138710,0.123524,0.468743
1000,29.440001,12.420000,0.080515,0.110174,0.480199
1500,45.759998,12.500000,0.054400,0.091606,0.500998
2000,30.600000,12.400000,0.029032,0.101470,0.493757
2500,37.279999,12.120000,0.023102,0.099328,0.488288
3000,28.160000,12.200000,0.013115,0.103646,0.489804
3500,17.820000,12.300000,0.006504,0.091030,0.501931
4000,32.720001,12.140000,0.003295,0.108198,0.492805
4500,20.760000,12.700000,0.003150,0.104765,0.524099
5000,22.600000,12.600000,0.003175,0.088357,0.518085
