generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,28.580000,12.680000,0.255521,0.138006,0.446562
500,46.020000,12.760000,0.231975,0.127164,0.454091
1000,46.200001,12.740000,0.229199,0.128392,0.454611
1500,45.000000,12.680000,0.223975,0.130819,0.454877
2000,45.160000,12.960000,0.219136,0.130308,0.465177
2500,38.860001,12.900000,0.217054,0.125345,0.464539
3000,46.000000,12.980000,0.206471,0.130585,0.476328
3500,46.700001,13.080000,0.195719,0.127627,0.489701
4000,46.840000,13.100000,0.195420,0.132833,0.490837
4500,39.259998,13.020000,0.193548,0.134892,0.492061
5000,40.540001,12.980000,0.184900,0.127504,0.486534
