generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.759998,12.080000,0.254967,0.136890,0.417476
500,32.299999,13.220000,0.127080,0.109296,0.501732
1000,42.680000,13.040000,0.082822,0.107415,0.506244
1500,39.500000,13.340000,0.056972,0.110559,0.523356
2000,30.160000,13.200000,0.033333,0.089035,0.524595
2500,46.020000,12.260000,0.022838,0.106837,0.489843
3000,29.299999,12.940000,0.012365,0.091946,0.521304
3500,36.200001,12.160000,0.006579,0.091332,0.498793
4000,38.540001,12.120000,0.003300,0.104852,0.498193
4500,43.680000,12.240000,0.000000,0.104856,0.499388
5000,40.959999,12.580000,0.000000,0.093409,0.520198
