generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,25.520000,11.720000,0.245734,0.142275,0.416876
500,39.639999,12.680000,0.176656,0.129533,0.470742
1000,39.939999,12.800000,0.162500,0.120819,0.473872
1500,39.360001,12.660000,0.126382,0.113960,0.485633
2000,40.279999,12.700000,0.116535,0.116832,0.491964
2500,40.200001,12.580000,0.101749,0.114590,0.482089
3000,43.599998,12.600000,0.101587,0.113335,0.486920
3500,44.680000,12.620000,0.101426,0.109532,0.488392
4000,44.680000,12.620000,0.101426,0.113177,0.488392
4500,44.560001,12.500000,0.096000,0.111387,0.486615
5000,44.299999,12.460000,0.093098,0.112166,0.485739
