generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,25.760000,11.480000,0.250871,0.149044,0.420355
500,37.119999,12.400000,0.145161,0.121562,0.471061
1000,23.360001,12.760000,0.084639,0.104723,0.501776
1500,32.259998,12.560000,0.047771,0.099929,0.500713
2000,46.580002,13.060000,0.030628,0.092949,0.525254
2500,34.919998,12.920000,0.021672,0.096750,0.519932
3000,41.380001,12.600000,0.022222,0.109456,0.503617
3500,32.480000,12.460000,0.016051,0.089760,0.502173
4000,45.200001,12.720000,0.012579,0.088992,0.519982
4500,33.119999,12.580000,0.006359,0.104077,0.516671
5000,24.520000,12.540000,0.006380,0.093452,0.505757
