generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.799999,12.680000,0.246057,0.130108,0.451341
500,49.400002,13.160000,0.148936,0.111687,0.499350
1000,26.340000,13.760000,0.095930,0.101180,0.536704
1500,42.439999,13.120000,0.051829,0.105021,0.518044
2000,31.080000,12.900000,0.034109,0.087457,0.513386
2500,33.000000,12.900000,0.027907,0.105311,0.514992
3000,25.059999,12.360000,0.022654,0.106710,0.491685
3500,38.419998,12.400000,0.016129,0.101253,0.496955
4000,39.279999,12.120000,0.009901,0.085056,0.498912
4500,28.840000,12.280000,0.009772,0.097303,0.482706
5000,23.980000,12.700000,0.009449,0.110255,0.504648
