generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.320000,11.860000,0.215852,0.140832,0.434203
500,47.740002,12.500000,0.169600,0.120422,0.465223
1000,47.740002,12.500000,0.169600,0.117590,0.465223
1500,43.639999,12.480000,0.169872,0.123133,0.463527
2000,43.799999,12.580000,0.165342,0.117618,0.467592
2500,46.880001,12.680000,0.160883,0.115756,0.472806
3000,46.180000,12.980000,0.151002,0.118401,0.489701
3500,37.860001,13.040000,0.128834,0.112510,0.499658
4000,44.860001,13.140000,0.118721,0.112183,0.504941
4500,46.680000,12.920000,0.114551,0.115023,0.499346
5000,47.400002,12.320000,0.097403,0.116120,0.477765
