generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.619999,11.200000,0.257143,0.150756,0.391276
500,28.879999,13.060000,0.143951,0.110862,0.484256
1000,43.080002,12.860000,0.090202,0.112745,0.502606
1500,24.799999,13.240000,0.051360,0.107227,0.532518
2000,42.160000,13.120000,0.036585,0.103792,0.529184
2500,33.340000,12.840000,0.015576,0.085439,0.519038
3000,25.200001,12.560000,0.012739,0.105795,0.501704
3500,32.240002,12.260000,0.003263,0.105375,0.496475
4000,33.619999,12.300000,0.000000,0.105893,0.502093
4500,35.799999,12.780000,0.000000,0.100828,0.521755
5000,22.840000,12.280000,0.000000,0.075647,0.501993
