generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.980000,10.960000,0.200730,0.143926,0.397995
500,40.580002,12.460000,0.115570,0.109519,0.484949
1000,31.120001,12.880000,0.077640,0.106283,0.502195
1500,33.119999,13.020000,0.052227,0.092353,0.512692
2000,42.240002,12.840000,0.037383,0.098729,0.503805
2500,43.959999,12.680000,0.015773,0.104351,0.510609
3000,30.820000,12.760000,0.009404,0.099339,0.512731
3500,40.480000,12.420000,0.003221,0.103915,0.506294
4000,35.340000,12.700000,0.000000,0.097242,0.519949
4500,35.880001,12.500000,0.000000,0.096452,0.498589
5000,32.900002,12.260000,0.000000,0.103922,0.505801
