generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.180000,12.200000,0.249180,0.137954,0.445216
500,32.000000,12.540000,0.133971,0.124113,0.493969
1000,32.340000,12.740000,0.078493,0.109628,0.494740
1500,32.000000,12.780000,0.046948,0.101755,0.505516
2000,37.480000,12.840000,0.037383,0.099784,0.511081
2500,36.180000,12.420000,0.019324,0.105423,0.497927
3000,34.700001,12.460000,0.016051,0.103931,0.504261
3500,34.279999,13.240000,0.009063,0.094332,0.534009
4000,38.439999,12.840000,0.006231,0.094010,0.517041
4500,32.060001,12.000000,0.003333,0.113565,0.489024
5000,32.099998,11.980000,0.003339,0.076947,0.493687
