generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.919998,12.220000,0.271686,0.139024,0.431511
500,35.560001,12.720000,0.147799,0.121627,0.482920
1000,32.180000,12.980000,0.092450,0.104323,0.506142
1500,38.380001,12.540000,0.057416,0.116916,0.495259
2000,24.900000,12.000000,0.043333,0.118264,0.475499
2500,32.939999,12.300000,0.026016,0.103265,0.494661
3000,34.320000,12.400000,0.019355,0.083681,0.506517
3500,45.119999,12.320000,0.009740,0.101122,0.503454
4000,31.760000,12.340000,0.006483,0.095095,0.499191
4500,35.380001,12.680000,0.003155,0.099396,0.511134
5000,17.639999,12.300000,0.003252,0.102713,0.509146
