generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.879999,12.260000,0.238173,0.135385,0.445752
500,28.160000,12.900000,0.142636,0.121716,0.488432
1000,27.180000,12.620000,0.088748,0.116745,0.494874
1500,34.959999,12.080000,0.069536,0.115864,0.478027
2000,31.620001,12.300000,0.039024,0.112099,0.492150
2500,36.040001,11.900000,0.016807,0.111741,0.482060
3000,42.259998,12.360000,0.009709,0.102882,0.502160
3500,44.900002,12.160000,0.006579,0.098287,0.485232
4000,47.580002,11.880000,0.006734,0.099196,0.472194
4500,47.439999,11.880000,0.006734,0.110632,0.469972
5000,48.060001,11.680000,0.003425,0.110192,0.468108
