generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,22.820000,12.240000,0.271242,0.142839,0.435933
500,35.040001,13.020000,0.181260,0.117825,0.481352
1000,39.599998,12.560000,0.124204,0.117204,0.481111
1500,32.439999,12.440000,0.064309,0.117624,0.489199
2000,31.840000,11.940000,0.040201,0.110826,0.460741
2500,38.980000,12.140000,0.026359,0.106062,0.483837
3000,39.200001,12.140000,0.016474,0.113168,0.504115
3500,35.799999,12.360000,0.012945,0.098798,0.495495
4000,42.080002,12.620000,0.009509,0.098222,0.513148
4500,42.919998,12.400000,0.003226,0.101772,0.502434
5000,46.360001,11.880000,0.003367,0.108936,0.479343
