generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.520000,12.040000,0.249169,0.142496,0.423542
500,42.080002,13.660000,0.158126,0.106424,0.515036
1000,48.139999,13.840000,0.112717,0.106687,0.527398
1500,39.500000,13.220000,0.072617,0.108050,0.522279
2000,44.139999,12.900000,0.046512,0.106774,0.512294
2500,40.980000,12.440000,0.038585,0.094557,0.493676
3000,35.200001,12.380000,0.032310,0.104875,0.494510
3500,36.860001,11.840000,0.020270,0.112293,0.475612
4000,39.279999,11.940000,0.006700,0.101917,0.477539
4500,37.919998,12.260000,0.006525,0.087116,0.510301
5000,40.880001,12.440000,0.006431,0.110233,0.515358
