generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.880001,12.340000,0.256078,0.142609,0.440259
500,39.680000,13.000000,0.169231,0.118928,0.473421
1000,30.320000,13.160000,0.115502,0.110499,0.500033
1500,40.840000,13.000000,0.064615,0.108020,0.507773
2000,25.600000,12.980000,0.027735,0.092585,0.520381
2500,32.220001,12.720000,0.018868,0.105130,0.512006
3000,37.000000,12.400000,0.006452,0.088524,0.501640
3500,33.900002,12.180000,0.006568,0.104654,0.497170
4000,40.040001,12.240000,0.003268,0.085810,0.498436
4500,33.980000,12.560000,0.000000,0.102787,0.508676
5000,36.200001,12.780000,0.000000,0.095267,0.519155
