generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.120001,11.000000,0.232727,0.158321,0.393724
500,36.840000,12.840000,0.102804,0.116317,0.486515
1000,36.060001,13.180000,0.060698,0.106748,0.522058
1500,36.080002,12.340000,0.035656,0.110251,0.501602
2000,34.360001,11.820000,0.016920,0.091051,0.481826
2500,30.080000,11.740000,0.003407,0.103226,0.476917
3000,27.420000,12.440000,0.000000,0.090672,0.507095
3500,37.080002,12.220000,0.000000,0.099374,0.495529
4000,27.360001,12.420000,0.000000,0.099620,0.505453
4500,35.119999,11.980000,0.000000,0.101802,0.488114
5000,17.400000,12.460000,0.000000,0.091437,0.503625
