generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.080002,11.900000,0.211765,0.142158,0.434071
500,33.040001,12.940000,0.132921,0.115166,0.491223
1000,37.639999,13.920000,0.074713,0.104248,0.543930
1500,35.580002,13.040000,0.039877,0.106542,0.523232
2000,28.040001,13.020000,0.018433,0.093182,0.526577
2500,31.120001,12.200000,0.006557,0.096958,0.499759
3000,31.580000,12.240000,0.000000,0.084253,0.491355
3500,35.400002,12.340000,0.000000,0.096411,0.505295
4000,28.219999,11.760000,0.000000,0.100971,0.483401
4500,30.940001,12.060000,0.000000,0.088041,0.507339
5000,43.619999,12.160000,0.000000,0.091859,0.496859
