generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.360001,11.680000,0.243151,0.139605,0.423199
500,36.060001,12.660000,0.139021,0.104856,0.491584
1000,23.920000,12.580000,0.066773,0.115543,0.505470
1500,27.600000,12.660000,0.047393,0.101908,0.489627
2000,38.599998,12.160000,0.023026,0.109898,0.486814
2500,27.920000,12.220000,0.013093,0.111415,0.495623
3000,48.459999,12.560000,0.009554,0.100711,0.509238
3500,31.780001,12.400000,0.009677,0.095903,0.497579
4000,46.860001,12.360000,0.000000,0.107750,0.503589
4500,42.700001,12.520000,0.000000,0.102524,0.501575
5000,39.619999,12.120000,0.000000,0.111488,0.500973
