generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,18.500000,11.500000,0.250435,0.141798,0.406004
500,44.000000,12.460000,0.150883,0.121938,0.467949
1000,40.459999,13.160000,0.103343,0.107211,0.505746
1500,30.959999,12.800000,0.065625,0.094945,0.501032
2000,34.840000,12.720000,0.034591,0.106254,0.505761
2500,30.780001,12.660000,0.022117,0.097603,0.509548
3000,34.720001,13.060000,0.009188,0.091141,0.521202
3500,25.400000,13.260000,0.006033,0.087526,0.535514
4000,21.719999,12.840000,0.003115,0.094761,0.526856
4500,31.360001,12.940000,0.000000,0.089371,0.532117
5000,37.400002,12.420000,0.000000,0.102182,0.514308
