generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.820000,11.720000,0.238908,0.139933,0.427010
500,46.380001,12.740000,0.128728,0.111270,0.486661
1000,30.120001,12.800000,0.078125,0.109073,0.495415
1500,29.879999,12.760000,0.056426,0.103199,0.498633
2000,30.400000,12.400000,0.032258,0.107881,0.493650
2500,40.080002,12.080000,0.016556,0.101376,0.491996
3000,36.799999,11.760000,0.006803,0.110793,0.482651
3500,30.559999,12.060000,0.003317,0.101327,0.486933
4000,24.959999,12.420000,0.000000,0.090121,0.517228
4500,33.520000,12.340000,0.000000,0.086040,0.490237
5000,40.200001,12.100000,0.000000,0.100444,0.490001
