generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.020000,12.360000,0.294498,0.139485,0.428216
500,37.080002,12.560000,0.191083,0.126311,0.466227
1000,29.780001,12.560000,0.121019,0.114877,0.482422
1500,32.900002,12.880000,0.083851,0.106307,0.501614
2000,28.240000,12.800000,0.053125,0.107141,0.507473
2500,37.119999,12.420000,0.032206,0.112399,0.503527
3000,38.279999,11.880000,0.016835,0.110781,0.473661
3500,33.820000,12.480000,0.009615,0.098759,0.505754
4000,25.280001,11.900000,0.006723,0.111200,0.480358
4500,35.220001,12.120000,0.003300,0.094673,0.496320
5000,27.600000,11.980000,0.003339,0.105737,0.482788
