generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.840000,11.560000,0.207612,0.142951,0.419628
500,31.620001,12.360000,0.122977,0.117461,0.480380
1000,35.259998,13.140000,0.079148,0.112108,0.522014
1500,34.500000,12.660000,0.041074,0.104771,0.505322
2000,40.040001,12.800000,0.034375,0.102384,0.518504
2500,29.120001,11.920000,0.020134,0.103873,0.480158
3000,33.580002,12.360000,0.012945,0.095567,0.504586
3500,39.500000,12.980000,0.003082,0.097180,0.527910
4000,25.900000,12.600000,0.000000,0.103151,0.517268
4500,33.299999,12.260000,0.000000,0.103924,0.501770
5000,34.820000,11.980000,0.000000,0.107863,0.488402
