generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.760000,12.040000,0.229236,0.138833,0.434025
500,30.160000,13.920000,0.135057,0.108164,0.529004
1000,31.360001,13.440000,0.056548,0.097872,0.542995
1500,40.139999,12.480000,0.041667,0.102089,0.497538
2000,34.759998,12.440000,0.028939,0.105100,0.500169
2500,30.400000,12.680000,0.012618,0.102731,0.513193
3000,30.900000,12.860000,0.009331,0.106667,0.518551
3500,36.200001,12.340000,0.006483,0.104220,0.493766
4000,37.599998,12.140000,0.003295,0.107783,0.497566
4500,37.119999,12.460000,0.003210,0.103342,0.512745
5000,35.779999,12.680000,0.000000,0.100326,0.510610
