generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.080002,11.800000,0.206780,0.135365,0.422214
500,36.759998,13.060000,0.116386,0.123369,0.506683
1000,40.139999,12.900000,0.080620,0.106964,0.496786
1500,35.939999,12.880000,0.065217,0.109507,0.508901
2000,28.000000,12.360000,0.038835,0.099309,0.499587
2500,27.480000,12.440000,0.022508,0.108536,0.502970
3000,32.560001,12.820000,0.021841,0.095537,0.520041
3500,43.040001,12.080000,0.013245,0.089870,0.489514
4000,29.200001,12.160000,0.003289,0.108462,0.495008
4500,33.459999,11.900000,0.000000,0.104573,0.497886
5000,40.880001,11.520000,0.000000,0.107426,0.467544
