generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.820000,11.000000,0.225455,0.144121,0.398342
500,32.560001,12.780000,0.122066,0.122496,0.493200
1000,31.900000,12.780000,0.075117,0.116444,0.502296
1500,37.520000,12.660000,0.044234,0.108840,0.506340
2000,34.040001,12.300000,0.026016,0.113994,0.501141
2500,30.200001,12.480000,0.006410,0.100569,0.513712
3000,39.360001,12.420000,0.006441,0.110350,0.512841
3500,34.360001,12.360000,0.000000,0.088488,0.509619
4000,38.099998,11.980000,0.000000,0.088638,0.499049
4500,44.639999,11.600000,0.000000,0.093909,0.483579
5000,32.340000,12.040000,0.000000,0.101463,0.492670
