generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,24.660000,11.660000,0.267581,0.142651,0.422330
500,28.959999,12.420000,0.161031,0.125846,0.462102
1000,25.260000,13.120000,0.100610,0.111089,0.516568
1500,44.080002,13.020000,0.064516,0.102871,0.511375
2000,25.760000,12.900000,0.037209,0.091034,0.519121
2500,24.860001,13.120000,0.018293,0.098812,0.532436
3000,37.220001,12.740000,0.006279,0.099499,0.519077
3500,29.400000,12.280000,0.000000,0.102530,0.502126
4000,31.299999,12.040000,0.000000,0.101696,0.489757
4500,37.299999,12.280000,0.000000,0.098628,0.491154
5000,44.220001,11.680000,0.000000,0.119316,0.483640
