generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.320000,12.800000,0.293750,0.137467,0.437182
500,46.959999,12.680000,0.274448,0.140381,0.442977
1000,48.520000,12.640000,0.250000,0.139823,0.451608
1500,46.560001,12.580000,0.244833,0.135753,0.450908
2000,48.500000,12.740000,0.238619,0.130477,0.454650
2500,48.380001,12.980000,0.224961,0.128274,0.466537
3000,47.599998,13.240000,0.220544,0.124884,0.480470
3500,48.320000,13.280000,0.216867,0.117909,0.481974
4000,48.580002,13.360000,0.215569,0.121969,0.485377
4500,48.240002,13.340000,0.209895,0.122663,0.486446
5000,48.619999,13.280000,0.204819,0.123113,0.491164
