generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.299999,12.020000,0.259567,0.138019,0.419854
500,42.939999,12.340000,0.126418,0.125994,0.464685
1000,42.320000,12.600000,0.063492,0.105212,0.500000
1500,33.799999,12.760000,0.043887,0.113525,0.517201
2000,25.860001,12.840000,0.024922,0.087551,0.519843
2500,30.799999,12.740000,0.009419,0.097361,0.524530
3000,31.160000,12.060000,0.003317,0.107584,0.488190
3500,38.680000,12.060000,0.003317,0.107374,0.484028
4000,32.119999,11.780000,0.003396,0.105327,0.472652
4500,35.580002,11.720000,0.000000,0.111325,0.470826
5000,27.559999,11.580000,0.000000,0.124029,0.478354
