generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,29.059999,11.480000,0.247387,0.147988,0.422049
500,37.099998,12.360000,0.132686,0.122513,0.464519
1000,36.759998,12.720000,0.072327,0.108796,0.488215
1500,35.139999,12.300000,0.058537,0.110867,0.488781
2000,34.480000,12.140000,0.029654,0.114472,0.493684
2500,44.560001,12.380000,0.016155,0.099559,0.502841
3000,33.040001,12.220000,0.013093,0.106554,0.501145
3500,26.059999,11.860000,0.006745,0.108549,0.483105
4000,34.060001,11.980000,0.003339,0.099229,0.484549
4500,37.840000,12.420000,0.003221,0.102446,0.502097
5000,38.740002,12.060000,0.003317,0.108665,0.482749
