generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.119999,11.660000,0.229846,0.144591,0.429023
500,44.320000,12.280000,0.156352,0.116801,0.464041
1000,37.400002,12.620000,0.101426,0.114020,0.493963
1500,25.620001,12.420000,0.054750,0.114102,0.487374
2000,31.799999,13.080000,0.027523,0.099423,0.523824
2500,47.099998,12.840000,0.021807,0.095063,0.525382
3000,45.200001,12.580000,0.019078,0.101907,0.513961
3500,30.080000,12.120000,0.016502,0.108877,0.494723
4000,47.540001,12.880000,0.006211,0.101459,0.518073
4500,46.959999,12.720000,0.006289,0.100911,0.513788
5000,46.259998,12.740000,0.006279,0.099753,0.510052
