generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.279999,11.640000,0.233677,0.140632,0.426220
500,29.920000,12.500000,0.118400,0.126399,0.483320
1000,32.520000,12.920000,0.089783,0.113445,0.500134
1500,27.340000,12.640000,0.053797,0.100919,0.496349
2000,32.360001,12.940000,0.034003,0.096695,0.509678
2500,36.000000,12.360000,0.025890,0.110628,0.508774
3000,34.919998,12.340000,0.009724,0.107107,0.500034
3500,42.980000,12.680000,0.009464,0.104411,0.516384
4000,38.400002,12.620000,0.009509,0.105891,0.507786
4500,37.020000,12.640000,0.009494,0.094317,0.504607
5000,32.779999,12.340000,0.006483,0.094464,0.493635
