generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.259998,12.080000,0.251656,0.135328,0.434517
500,44.400002,12.180000,0.239737,0.136032,0.442653
1000,43.660000,12.140000,0.233937,0.133143,0.439433
1500,44.240002,12.180000,0.233169,0.134845,0.441200
2000,44.279999,12.200000,0.232787,0.135830,0.441865
2500,44.360001,12.220000,0.232406,0.135394,0.442593
3000,44.360001,12.220000,0.232406,0.136594,0.442593
3500,44.360001,12.220000,0.232406,0.136594,0.442593
4000,43.299999,12.200000,0.229508,0.140695,0.440605
4500,43.700001,12.260000,0.228385,0.138781,0.442474
5000,44.520000,12.400000,0.222581,0.136916,0.450453
