generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,22.980000,12.420000,0.247987,0.132560,0.436491
500,43.880001,12.340000,0.246353,0.137868,0.434104
1000,47.080002,12.380000,0.242326,0.136025,0.435718
1500,47.740002,12.380000,0.242326,0.132695,0.435459
2000,48.040001,12.380000,0.242326,0.128905,0.434647
2500,46.880001,12.360000,0.236246,0.130271,0.437237
3000,47.000000,12.400000,0.235484,0.130966,0.437981
3500,47.980000,12.440000,0.231511,0.126725,0.441087
4000,46.299999,12.420000,0.225443,0.127757,0.442821
4500,47.259998,12.400000,0.225806,0.126450,0.441919
5000,47.639999,12.380000,0.222940,0.125283,0.440276
