generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.380001,11.800000,0.213559,0.141760,0.436954
500,39.779999,12.620000,0.129952,0.118114,0.468218
1000,41.380001,13.300000,0.081203,0.104814,0.521469
1500,39.000000,12.520000,0.051118,0.099887,0.483263
2000,41.320000,12.800000,0.025000,0.091754,0.513259
2500,39.980000,12.800000,0.018750,0.099210,0.514269
3000,41.639999,12.240000,0.009804,0.105363,0.495367
3500,30.620001,11.920000,0.010067,0.095403,0.483540
4000,21.799999,12.080000,0.009934,0.093665,0.498771
4500,35.360001,11.640000,0.003436,0.100586,0.485661
5000,39.439999,11.920000,0.000000,0.109746,0.493840
