generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.520000,11.920000,0.241611,0.140324,0.436735
500,41.139999,12.400000,0.203226,0.125899,0.468446
1000,47.299999,13.280000,0.141566,0.116411,0.505647
1500,48.119999,12.920000,0.114551,0.102477,0.502158
2000,46.419998,12.620000,0.098257,0.116924,0.490262
2500,46.000000,12.380000,0.090468,0.116595,0.483595
3000,49.360001,13.000000,0.080000,0.111843,0.505290
3500,36.040001,12.980000,0.067797,0.107265,0.514164
4000,48.360001,13.020000,0.058372,0.107382,0.521006
4500,41.400002,12.920000,0.052632,0.106430,0.516360
5000,48.919998,13.000000,0.052308,0.112162,0.517460
