generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.400002,11.600000,0.244828,0.147811,0.416195
500,40.840000,12.440000,0.131833,0.120111,0.468019
1000,39.880001,12.460000,0.077047,0.114569,0.490491
1500,25.840000,12.120000,0.056106,0.111505,0.485533
2000,29.160000,12.320000,0.029221,0.104978,0.492640
2500,35.560001,12.540000,0.015949,0.104634,0.507528
3000,31.660000,12.860000,0.015552,0.088815,0.531330
3500,29.059999,12.420000,0.009662,0.103911,0.506543
4000,28.820000,12.480000,0.006410,0.106035,0.502354
4500,31.620001,12.780000,0.003130,0.097013,0.507042
5000,30.360001,12.560000,0.003185,0.096994,0.505101
