generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.480000,11.800000,0.230508,0.143887,0.417140
500,41.980000,12.620000,0.129952,0.113728,0.474425
1000,26.860001,13.320000,0.069069,0.107435,0.525501
1500,36.799999,12.880000,0.049689,0.098469,0.512300
2000,34.740002,12.860000,0.024883,0.105714,0.517615
2500,33.959999,11.960000,0.006689,0.118222,0.483018
3000,30.459999,12.020000,0.003328,0.101542,0.485516
3500,33.419998,12.040000,0.003322,0.110765,0.498834
4000,25.400000,12.500000,0.000000,0.103297,0.505884
4500,23.620001,12.780000,0.000000,0.099980,0.518043
5000,30.379999,12.160000,0.000000,0.112809,0.510240
