generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.040001,11.680000,0.212329,0.134281,0.421448
500,44.939999,12.020000,0.153078,0.132097,0.444277
1000,47.540001,12.400000,0.112903,0.113209,0.476443
1500,43.939999,12.660000,0.088468,0.116462,0.493501
2000,45.959999,13.020000,0.079877,0.108157,0.514448
2500,47.320000,12.900000,0.065116,0.108031,0.510898
3000,47.520000,13.280000,0.063253,0.096151,0.523556
3500,31.920000,13.280000,0.048193,0.107867,0.531445
4000,44.700001,13.200000,0.033333,0.092237,0.530340
4500,37.779999,13.120000,0.027439,0.091290,0.528347
5000,48.340000,12.400000,0.025806,0.110424,0.499864
