generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.639999,12.040000,0.189369,0.128887,0.454033
500,35.799999,12.380000,0.093700,0.119392,0.483198
1000,29.900000,12.200000,0.052459,0.111184,0.491895
1500,39.500000,12.940000,0.040185,0.104524,0.515333
2000,30.400000,12.320000,0.022727,0.111562,0.495837
2500,29.639999,12.080000,0.006623,0.095166,0.501371
3000,30.540001,12.140000,0.006590,0.100729,0.488048
3500,36.860001,12.280000,0.006515,0.102819,0.498643
4000,38.919998,11.980000,0.003339,0.103679,0.478171
4500,34.380001,11.900000,0.003361,0.098141,0.483577
5000,39.860001,12.100000,0.003306,0.094827,0.491397
