generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,26.260000,11.800000,0.220339,0.130613,0.430191
500,33.820000,11.860000,0.178752,0.131771,0.436987
1000,39.080002,11.580000,0.162349,0.131683,0.432884
1500,36.480000,11.780000,0.152801,0.137514,0.441726
2000,28.840000,12.220000,0.121113,0.126967,0.474224
2500,40.820000,12.000000,0.093333,0.108450,0.478506
3000,34.840000,12.720000,0.062893,0.107230,0.506187
3500,36.680000,12.420000,0.035427,0.105016,0.495539
4000,28.480000,11.780000,0.027165,0.110303,0.469514
4500,33.340000,11.500000,0.013913,0.104180,0.473005
5000,28.180000,12.280000,0.003257,0.100687,0.504866
